Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4519675,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.3,2.3,,,,2018-10-25T13:07:03+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4548528,SA_0000001476,COUNTRY,ZAF,AFR,YEAR,Africa,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ZAF,0.5,0.5,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4529096,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,1997,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,1.9,1.9,,,,2018-10-25T13:07:05+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4539507,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6.5,6.5,,,,2018-10-25T13:07:06+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4539090,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2013,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.3,2.3,,,,2018-10-25T13:07:08+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4539563,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2001,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.7,5.7,,,,2018-10-25T13:07:04+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4539555,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1998,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6.1,6.1,,,,2018-10-25T13:07:08+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4539525,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.5,1.5,,,,2018-10-25T13:07:10+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529147,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,2.5,2.5,,,,2018-10-25T13:07:05+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4548505,SA_0000001476,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_THA,1.2,1.2,,,,2018-10-25T13:07:10+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4548477,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.7,1.7,,,,2018-10-25T13:07:09+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4529247,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:03+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4529059,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,1994,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,1.1,1.1,,,,2018-10-25T13:07:03+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4529213,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.3,2.3,,,,2018-10-25T13:07:11+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4529067,SA_0000001476,COUNTRY,KGZ,EUR,YEAR,Europe,,,1994,,,,,DATASOURCE,DATASOURCE_SA_0000001476_KGZ,2.7,2.7,,,,2018-10-25T13:07:06+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4529150,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2001,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:04+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4539216,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:08+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4539117,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,0.8,0.8,,,,2018-10-25T13:07:11+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4548511,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2013,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.5,1.5,,,,2018-10-25T13:07:04+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4539102,SA_0000001476,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_THA,1,1.0,,,,2018-10-25T13:07:11+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4548524,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539125,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2003,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.1,1.1,,,,2018-10-25T13:07:00+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4539522,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529281,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.6,1.6,,,,2018-10-25T13:07:08+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4529284,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.6,2.6,,,,2018-10-25T13:07:06+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4529256,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,4,4.0,,,,2018-10-25T13:07:04+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4529158,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,2.2,2.2,,,,2018-10-25T13:07:01+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4539508,SA_0000001476,COUNTRY,GEO,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GEO,1.1,1.1,,,,2018-10-25T13:07:01+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4519712,SA_0000001476,COUNTRY,POL,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_POL,6.8,6.8,,,,2018-10-25T13:07:06+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4539567,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:05+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4548484,SA_0000001476,COUNTRY,GRC,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:00+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4548470,SA_0000001476,COUNTRY,PLW,WPR,YEAR,Western Pacific,,,2006,,,,,DATASOURCE,DATASOURCE_SA_0000001476_PLW,0.9,0.9,,,,2018-10-25T13:07:02+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4529070,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,4.4,4.4,,,,2018-10-25T13:07:09+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4539487,SA_0000001476,COUNTRY,NLD,EUR,YEAR,Europe,,,2013,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NLD,0.8,0.8,,,,2018-10-25T13:07:01+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4539126,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2004,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.6,1.6,,,,2018-10-25T13:07:02+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4539092,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.1,1.1,,,,2018-10-25T13:07:07+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529209,SA_0000001476,COUNTRY,FRA,EUR,YEAR,Europe,,,2006,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FRA,1.4,1.4,,,,2018-10-25T13:07:05+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4529205,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,2.9,2.9,,,,2018-10-25T13:07:03+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4548495,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2,2.0,,,,2018-10-25T13:07:11+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4529198,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2003,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.2,3.2,,,,2018-10-25T13:07:11+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4548472,SA_0000001476,COUNTRY,ALB,EUR,YEAR,Europe,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ALB,2.1,2.1,,,,2018-10-25T13:07:05+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4519725,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,2.8,2.8,,,,2018-10-25T13:07:10+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4539154,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2006,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,1.9,1.9,,,,2018-10-25T13:07:05+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4548485,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.6,1.6,,,,2018-10-25T13:07:09+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4539080,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.2,2.2,,,,2018-10-25T13:07:05+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4539173,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.5,1.5,,,,2018-10-25T13:07:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4529204,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:07+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4529123,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,1998,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,2.3,2.3,,,,2018-10-25T13:07:09+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4539520,SA_0000001476,COUNTRY,KAZ,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_KAZ,5,5.0,,,,2018-10-25T13:07:09+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4529136,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,1999,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,3.9,3.9,,,,2018-10-25T13:07:07+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4519705,SA_0000001476,COUNTRY,MDA,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MDA,2.5,2.5,,,,2018-10-25T13:07:06+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4529073,SA_0000001476,COUNTRY,TKM,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TKM,3.2,3.2,,,,2018-10-25T13:07:09+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4519709,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.1,3.1,,,,2018-10-25T13:07:09+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4529261,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:09+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4529072,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,2,2.0,,,,2018-10-25T13:07:05+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4529159,SA_0000001476,COUNTRY,GRC,EUR,YEAR,Europe,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:07+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4539552,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,1996,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.6,1.6,,,,2018-10-25T13:07:07+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4539182,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:03+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4539121,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,0.8,0.8,,,,2018-10-25T13:07:03+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4519728,SA_0000001476,COUNTRY,KGZ,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_KGZ,3.4,3.4,,,,2018-10-25T13:07:07+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4529098,SA_0000001476,COUNTRY,SWE,EUR,YEAR,Europe,,,1997,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SWE,3.2,3.2,,,,2018-10-25T13:07:09+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4529195,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2003,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:04+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4539098,SA_0000001476,COUNTRY,ALB,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ALB,1.6,1.6,,,,2018-10-25T13:07:10+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529287,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.4,4.4,,,,2018-10-25T13:07:11+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4539093,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.4,1.4,,,,2018-10-25T13:07:08+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529282,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,4,4.0,,,,2018-10-25T13:07:04+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4539577,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.4,5.4,,,,2018-10-25T13:07:01+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4539192,SA_0000001476,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUS,2.6,2.6,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548514,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.2,1.2,,,,2018-10-25T13:07:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4539528,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.3,1.3,,,,2018-10-25T13:07:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4548487,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539191,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.8,1.8,,,,2018-10-25T13:07:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529138,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:09+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4548500,SA_0000001476,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_LBN,0.2,0.2,,,,2018-10-25T13:07:03+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4529253,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.6,0.6,,,,2018-10-25T13:07:06+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4529254,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.2,2.2,,,,2018-10-25T13:07:03+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4529132,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,1999,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,0.8,0.8,,,,2018-10-25T13:07:08+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4519714,SA_0000001476,COUNTRY,GEO,EUR,YEAR,Europe,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GEO,1.3,1.3,,,,2018-10-25T13:07:03+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4529243,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,2.9,2.9,,,,2018-10-25T13:07:01+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4529156,SA_0000001476,COUNTRY,USA,AMR,YEAR,Americas,,,2001,,,,,DATASOURCE,DATASOURCE_SA_0000001476_USA,0.9,0.9,,,,2018-10-25T13:07:02+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4539115,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:02+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4548520,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.2,1.2,,,,2018-10-25T13:07:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4519647,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.2,2.2,,,,2018-10-25T13:07:09+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4539502,SA_0000001476,COUNTRY,KGZ,EUR,YEAR,Europe,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_KGZ,3.9,3.9,,,,2018-10-25T13:07:11+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4519723,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,4.2,4.2,,,,2018-10-25T13:07:09+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
